survey_timestamp,participant_class,college ,department,Gender,race,computer_user_type,pc/laptop,purchase_year,screen_size,screen_size_other,warranty,webcam,computer_rating,computer_model,computer_ownership,os,os_version,processor,memory,harddisk,data_sizein_computer,data_backup,backup_method,external_backup_disk_brand,cloud_brand,backup_freq,automatic_backup,loss_of_data,have-secondary_computer,secondary_primary_sync,have_smartphone,smartphone_brand,smartphone_model,have_smartwatch,smartwatch_brand,smartwatch_model,confidence_level_on_sw_installation,internet_speed,internet_connection_reliability,Completion_status
7/27/2020 18:06,Masters Student (MS),College of Liberal Arts and Social Sciences,Modern and Classical Languages,Female,Hispanic,Standard User [document writing/email/web],Desktop,2019,15'',,No,Built-in to my computer,Excellent,Other,Own,Windows OS,Windows 10 Home,AMD Ryzen,16 GB,256 GB,< 100 GB,No,,,,,,No,No,,Yes,Samsung,Samsung Galaxy,No,,,Not confident,< 100 Mbps,Good,Complete
[not completed],Junior,College of Liberal Arts and Social Sciences,Health and Human Performance,Female,Hispanic,Standard User [document writing/email/web],Tablet,2010,13'',,No,No,Poor,Other,Other,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/27/2020 17:46,Senior,College of Liberal Arts and Social Sciences,English,Female,White,Standard User [document writing/email/web],Laptop,2020,13'',,3 year,Built-in to my computer,Excellent,Apple Macbook Pro,Own,Mac OS,Windows 10 Pro,Intel Core i9,16 GB,256 GB,100 GB - 500 GB,Yes,Cloud,,Google Drive,Other,No,No,Yes,No,Yes,iPhone,iPhone X Series,Yes,Apple Watch,Apple Watch 5,Moderately confident,> 500 Mbps,Good,Complete
[not completed],Doctoral Student (PhD),College of Liberal Arts and Social Sciences,Political Science,Female,International (visa holders),Power User [... plus programming/analytics],Laptop,2013,13'',,No,Built-in to my computer,Excellent,Apple Macbook Pro,Own,Mac OS,High Sierra,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/27/2020 17:51,Freshman,College of Liberal Arts and Social Sciences,Comparative Cultural Studies,Female,Hispanic,Standard User [document writing/email/web],Laptop,2016,13'',,No,Built-in to my computer,Fair,Other,Own,Chrome OS,Chrome OS,Intel Core i5,8 GB,128 GB,100 GB - 500 GB,No,,,,,,Yes,No,,Yes,iPhone,iPhone 7 Plus,No,,,Moderately confident,> 500 Mbps,Fair,Complete
[not completed],Senior,College of Liberal Arts and Social Sciences,Jack J. Valenti School of Communication,Female,Other,Standard User [document writing/email/web],Laptop,2018,14'',,1 year,Built-in to my computer,Excellent,Dell Inspiron 5000,Own,Windows OS,Windows 10 Home,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/27/2020 17:58,Post-Baccalaureate (non-degree option),College of Liberal Arts and Social Sciences,Health and Human Performance,Female,White,Standard User [document writing/email/web],Laptop,2018,13'',,No,Built-in to my computer,Fair,Dell Inspiron 7000,Own,Windows OS,Windows 10 Home,Intel Core i7,16 GB,256 GB,< 100 GB,No,,,,,,No,No,,Yes,iPhone,iPhone X Series,No,,,Not confident,100 - 300 Mbps,Average,Complete
[not completed],Sophomore,College of Liberal Arts and Social Sciences,Psychology,Non-binary/non-conforming,White,Standard User [document writing/email/web],Laptop,2018,17'',,No,Built-in to my computer,Average,Other,Own,Chrome OS,Other,,,,,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Junior,College of Liberal Arts and Social Sciences,English,Female,Asian American,Standard User [document writing/email/web],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/27/2020 17:59,Senior,College of Liberal Arts and Social Sciences,Health and Human Performance,Male,Asian American,Standard User [document writing/email/web],Laptop,2016,13'',,No,Built-in to my computer,Average,Apple Macbook Pro,Own,Mac OS,Catalina,Intel Core i5,8 GB,256 GB,100 GB - 500 GB,No,,,,,,No,No,,Yes,iPhone,iPhone 11,No,,,Somewhat confident,< 100 Mbps,Average,Complete
[not completed],Sophomore,College of Liberal Arts and Social Sciences,Political Science,Male,White,Standard User [document writing/email/web],Laptop,2018,14'',,1 year,Built-in to my computer,Good,Apple Macbook Pro,Own,Mac OS,High Sierra,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/27/2020 17:57,Junior,College of Liberal Arts and Social Sciences,Jack J. Valenti School of Communication,Female,Hispanic,Standard User [document writing/email/web],Laptop,2019,13'',,1 year,Built-in to my computer,Excellent,Apple Macbook Pro,Own,Mac OS,Mojave,Intel Core i9,8 GB,256 GB,< 100 GB,Yes,External backup disk,Samsung,,Monthly,Yes,No,Yes,No,Yes,iPhone,iPhone X Series,Yes,Apple Watch,Apple Watch 3,Neutral,< 100 Mbps,Fair,Complete
7/27/2020 18:08,Freshman,College of Liberal Arts and Social Sciences,Philosophy,Female,African American,Standard User [document writing/email/web],Laptop,2019,13'',,Other,Built-in to my computer,Good,Dell Inspiron 7000,Own,Windows OS,Windows 10 Home,AMD Ryzen,8 GB,256 GB,< 100 GB,No,,,,,,No,No,,Yes,iPhone,iPhone X Series,No,,,Not confident,< 100 Mbps,Fair,Complete
7/27/2020 17:59,Junior,College of Liberal Arts and Social Sciences,Psychology,Female,Hispanic,Standard User [document writing/email/web],Laptop,2015,15'',,No,No,Average,Other,Own,Windows OS,Windows 10 Home,Intel Core i5,4 GB,128 GB,< 100 GB,No,,,,,,Yes,No,,Yes,iPhone,IphoneX,Yes,Apple Watch,Apple Watch 3,Not confident,< 100 Mbps,Poor,Complete
7/27/2020 19:36,Freshman,College of Liberal Arts and Social Sciences,Psychology,Female,Hispanic,Standard User [document writing/email/web],Laptop,2019,13'',,No,Built-in to my computer,Good,Apple Macbook Air,Own,Mac OS,Catalina,Intel Core i5,8 GB,128 GB,< 100 GB,Yes,Cloud,,Apple iCloud,Monthly,Yes,No,Yes,No,Yes,iPhone,iPhone X Series,Yes,Apple Watch,Apple Watch 1,Moderately confident,100 - 300 Mbps,Average,Complete
7/27/2020 17:59,Sophomore,College of Liberal Arts and Social Sciences,Comparative Cultural Studies,Female,Hispanic,Standard User [document writing/email/web],Laptop,2019,15'',,3 year,Built-in to my computer,Good,Apple Macbook Air,Own,Mac OS,Mojave,Intel Core i7,32 GB,128 GB,< 100 GB,No,,,,,,No,Yes,No,Yes,iPhone,iPhone 11,No,,,Somewhat confident,100 - 300 Mbps,Good,Complete
[not completed],Senior,College of Liberal Arts and Social Sciences,Health and Human Performance,Female,African American,Standard User [document writing/email/web],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/27/2020 18:00,Freshman,College of Liberal Arts and Social Sciences,Psychology,Female,Hispanic,Standard User [document writing/email/web],Laptop,2018,13'',,No,Built-in to my computer,Excellent,Apple Macbook Air,Own,Mac OS,Safari,Intel Core i5,16 GB,128 GB,100 GB - 500 GB,Yes,Cloud,,Google Drive,Monthly,No,No,Yes,No,Yes,iPhone,iPhone 11,No,,,Neutral,300 - 500 Mbps,Good,Complete
7/27/2020 18:09,Senior,College of Liberal Arts and Social Sciences,Jack J. Valenti School of Communication,Female,African American,Power User [... plus programming/analytics],Laptop,2018,13'',,No,Built-in to my computer,Good,Microsoft Surface,Own,Windows OS,Windows 10 Pro,Intel Core i5,4 GB,128 GB,< 100 GB,Yes,Both,Other,Microsoft OneDrive,Daily,No,No,No,,Yes,Google,Google Pixel 2,No,,,Moderately confident,100 - 300 Mbps,Good,Complete
[not completed],Sophomore,College of Liberal Arts and Social Sciences,English,Female,Hispanic,Standard User [document writing/email/web],Laptop,2019,14'',,1 year,Built-in to my computer,Excellent,Other,Own,Windows OS,Windows 10 Pro,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/27/2020 18:08,Doctoral Student (PhD),College of Liberal Arts and Social Sciences,Psychology,Female,Other,Power User [... plus programming/analytics],Laptop,2017,13'',,1 year,Built-in to my computer,Excellent,Other,Own,Windows OS,Windows 10 Home,Intel Core i7,16 GB,128 GB,< 100 GB,No,,,,,,No,No,,Yes,iPhone,iPhone X Series,No,,,Very confident,> 500 Mbps,Good,Complete
7/27/2020 18:04,Junior,College of Liberal Arts and Social Sciences,Psychology,Male,Asian American,Standard User [document writing/email/web],Laptop,2015,15'',,No,Built-in to my computer,Fair,Other,Own,Windows OS,Windows 10 Home,Intel Core i7,4 GB,1 TB,100 GB - 500 GB,No,,,,,,Yes,Yes,No,Yes,iPhone,iPhone 11,No,,,Not confident,< 100 Mbps,Fair,Complete
7/27/2020 18:09,Junior,College of Liberal Arts and Social Sciences,Health and Human Performance,Female,White,Standard User [document writing/email/web],Laptop,2018,13'',,3 year,No,Excellent,Apple Macbook Pro,Own,Mac OS,Catalina,Intel Core i5,8 GB,256 GB,100 GB - 500 GB,Yes,Cloud,,Apple iCloud,Other,No,No,No,,Yes,iPhone,iPhone 11,No,,,Not confident,100 - 300 Mbps,Good,Complete
[not completed],Junior,College of Liberal Arts and Social Sciences,Health and Human Performance,Female,Hispanic,Standard User [document writing/email/web],Laptop,2018,14'',,No,Built-in to my computer,Excellent,Dell Latitude 7000,Own,Windows OS,Windows 10 Home,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/27/2020 18:06,Sophomore,College of Liberal Arts and Social Sciences,Economics,Male,White,Power User [... plus programming/analytics],Laptop,2019,13'',,1 year,Built-in to my computer,Excellent,Apple Macbook Pro,Own,Mac OS,Catalina,Intel Core i5,16 GB,512 GB,100 GB - 500 GB,Yes,Both,Other,Apple iCloud,Monthly,No,No,No,,Yes,iPhone,iPhone X Series,No,,,Very confident,300 - 500 Mbps,Excellent,Complete
[not completed],Junior,College of Liberal Arts and Social Sciences,Political Science,Female,African American,Standard User [document writing/email/web],Laptop,2016,Other,10.1,No,Built-in to my computer,Average,Other,Own,Chrome OS,Other,,,,,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Junior,College of Liberal Arts and Social Sciences,Political Science,Female,Hispanic,Standard User [document writing/email/web],Desktop,2019,Other,32,No,No,Excellent,Other,Other,Windows OS,Windows 10 demo,,,,,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Freshman,College of Liberal Arts and Social Sciences,Communication Sciences and Disorders,Female,Hispanic,Standard User [document writing/email/web],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/27/2020 18:13,Masters Student (MS),College of Liberal Arts and Social Sciences,Health and Human Performance,Female,African American,Standard User [document writing/email/web],Laptop,2017,15'',,1 year,Built-in to my computer,Good,Dell Inspiron 3000,Own,Windows OS,Windows 10 Home,Intel Core i7,4 GB,128 GB,< 100 GB,No,,,,,,No,Yes,No,Yes,iPhone,iPhone 11,No,,,Somewhat confident,300 - 500 Mbps,Good,Complete
7/27/2020 18:15,Sophomore,College of Liberal Arts and Social Sciences,Psychology,Female,Asian American,Standard User [document writing/email/web],Laptop,2018,13'',,1 year,Built-in to my computer,Excellent,Apple Macbook Pro,Own,Mac OS,Mojave,Intel Core i9,> 32 GB,1 TB,500 GB - 1 TB,No,,,,,,Yes,No,,Yes,iPhone,iPhone X Series,No,,,Moderately confident,300 - 500 Mbps,Good,Complete
7/27/2020 18:19,Masters Student (MS),College of Liberal Arts and Social Sciences,Communication Sciences and Disorders,Female,White,Standard User [document writing/email/web],Laptop,2017,13'',,No,Built-in to my computer,Fair,Other,Own,Chrome OS,Chrome OS,Other,16 GB,256 GB,< 100 GB,No,,,,,,No,No,,Yes,iPhone,iPhone X Series,Yes,Apple Watch,Apple Watch 3,Neutral,300 - 500 Mbps,Good,Complete
[not completed],Freshman,College of Natural Sciences and Mathematics,Mathematics,Male,International (visa holders),Standard User [document writing/email/web],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/27/2020 18:19,Junior,College of Liberal Arts and Social Sciences,History,Female,White,Standard User [document writing/email/web],Laptop,2010,14'',,No,Built-in to my computer,Excellent,Other,Own,Chrome OS,Other,Other,16 GB,128 GB,100 GB - 500 GB,Yes,External backup disk,Samsung,,Monthly,No,Yes,Yes,No,Yes,Google,Google Pixel 4,No,,,Very confident,> 500 Mbps,Excellent,Complete
7/27/2020 18:25,Doctoral Student (PhD),College of Liberal Arts and Social Sciences,Political Science,Male,Hispanic,Standard User [document writing/email/web],Laptop,2014,13'',,No,Built-in to my computer,Good,Apple Macbook Air,Own,Mac OS,Mojave,Intel Core i5,4 GB,128 GB,< 100 GB,No,,,,,,No,No,,Yes,iPhone,iPhone X Series,No,,,Neutral,> 500 Mbps,Excellent,Complete
[not completed],Junior,College of Liberal Arts and Social Sciences,Psychology,Female,African American,Standard User [document writing/email/web],Tablet,2020,Other,11 Inches,1 year,Built-in to my computer,Good,Other,Own,Mac OS,Windows 10 Pro,,,,,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Freshman,College of Liberal Arts and Social Sciences,Health and Human Performance,Female,Asian American,Standard User [document writing/email/web],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/27/2020 18:25,Junior,College of Liberal Arts and Social Sciences,Political Science,Prefer Not to Say,Prefer Not to Say,Standard User [document writing/email/web],Laptop,2017,13'',,No,Built-in to my computer,Good,Apple Macbook Air,Own,Mac OS,Windows 10 Home,Other,16 GB,128 GB,< 100 GB,No,,,,,,No,No,,Yes,Samsung,Samsung Galaxy,No,,,Not confident,< 100 Mbps,Average,Complete
7/27/2020 18:25,Freshman,College of Liberal Arts and Social Sciences,Psychology,Female,Asian American,Standard User [document writing/email/web],Laptop,2013,15'',,1 year,Built-in to my computer,Fair,Apple Macbook Pro,Own,Chrome OS,Windows 10 Home,Intel Core i5,32 GB,512 GB,500 GB - 1 TB,Yes,Cloud,,Apple iCloud,Weekly,Yes,No,Yes,No,Yes,iPhone,iPhone 7,No,,,Somewhat confident,100 - 300 Mbps,Fair,Complete
[not completed],Freshman,College of Liberal Arts and Social Sciences,Political Science,Female,Hispanic,Standard User [document writing/email/web],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Senior,College of Liberal Arts and Social Sciences,Psychology,Female,Asian American,Standard User [document writing/email/web],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Sophomore,College of Liberal Arts and Social Sciences,Health and Human Performance,Female,White,Standard User [document writing/email/web],Laptop,2017,14'',,3 year,Built-in to my computer,Good,Apple Macbook Air,Own,Mac OS,MacBook Air,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/27/2020 18:25,Sophomore,College of Liberal Arts and Social Sciences,Psychology,Female,White,Standard User [document writing/email/web],Laptop,2016,15'',,No,Built-in to my computer,Good,Apple Macbook Pro,Own,Mac OS,Mojave,Intel Core i9,16 GB,512 GB,< 100 GB,No,,,,,,No,No,,Yes,iPhone,Iphone 6 plus,No,,,Moderately confident,300 - 500 Mbps,Good,Complete
7/27/2020 18:26,Junior,College of Liberal Arts and Social Sciences,Psychology,Female,White,Standard User [document writing/email/web],Laptop,2019,14'',,1 year,Built-in to my computer,Good,Lenovo Yoga,Own,Windows OS,Windows 10 Home,Intel Core i5,8 GB,1 TB,< 100 GB,No,,,,,,Yes,Yes,No,Yes,iPhone,iPhone X Series,Yes,Apple Watch,Apple Watch 3,Neutral,300 - 500 Mbps,Average,Complete
7/27/2020 18:49,Freshman,College of Liberal Arts and Social Sciences,Psychology,Female,Asian American,Standard User [document writing/email/web],Laptop,2017,17'',,1 year,Built-in to my computer,Average,Other,Own,Windows OS,Windows 10 Enterprise,Intel Core i5,8 GB,128 GB,100 GB - 500 GB,No,,,,,,No,No,,Yes,iPhone,iPhone 7 Plus,No,,,Not confident,100 - 300 Mbps,Excellent,Complete
7/27/2020 18:28,Freshman,College of Liberal Arts and Social Sciences,History,Male,White,Standard User [document writing/email/web],Laptop,2020,15'',,1 year,Built-in to my computer,Good,Other,Own,Windows OS,Windows 10 Home,Intel Core i5,16 GB,128 GB,100 GB - 500 GB,No,,,,,,No,Yes,No,Yes,iPhone,iPhone 8,No,,,Moderately confident,< 100 Mbps,Fair,Complete
[not completed],Sophomore,College of Liberal Arts and Social Sciences,Psychology,Female,African American,Standard User [document writing/email/web],Laptop,2019,14'',,No,Built-in to my computer,Excellent,Apple Macbook Air,Own,Mac OS,Catalina,Intel Core i9,16 GB,128 GB,< 100 GB,,,,,,,,,,,,,,,,,,,Incomplete
7/27/2020 18:31,Doctoral Student (PhD),College of Liberal Arts and Social Sciences,English,Female,African American,Standard User [document writing/email/web],Laptop,2017,17'',,1 year,Built-in to my computer,Good,Dell Inspiron 3000,Own,Windows OS,Windows 10 Home,Other,> 32 GB,1 TB,100 GB - 500 GB,Yes,Both,WD,Dropbox,Weekly,Yes,No,Yes,Yes,Yes,Other,Other,No,,,Moderately confident,300 - 500 Mbps,Good,Complete
7/27/2020 18:33,Sophomore,College of Liberal Arts and Social Sciences,Communication Sciences and Disorders,Female,Hispanic,Standard User [document writing/email/web],Laptop,2015,14'',,No,Built-in to my computer,Average,Other,Own,Windows OS,Windows 10 Home,Intel Core i5,8 GB,128 GB,100 GB - 500 GB,Yes,Cloud,,Apple iCloud,Monthly,No,No,No,,Yes,iPhone,iPhone 8,Yes,Apple Watch,Apple Watch 3,Moderately confident,300 - 500 Mbps,Good,Complete
7/27/2020 18:35,Freshman,College of Liberal Arts and Social Sciences,Hispanic Studies,Female,African American,Standard User [document writing/email/web],Laptop,2019,Other,12,No,Built-in to my computer,Good,Apple Macbook Pro,University property,Mac OS,Windows 10,Intel Core i7,8 GB,256 GB,500 GB - 1 TB,No,,,,,,No,No,,Yes,iPhone,iPhone 7 Plus,No,,,Neutral,300 - 500 Mbps,Average,Complete
[not completed],Senior,College of Liberal Arts and Social Sciences,Psychology,Female,Hispanic,Standard User [document writing/email/web],Laptop,2016,14'',,No,Built-in to my computer,Good,Other,Own,Windows OS,Windows 10 Pro,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/27/2020 18:35,Freshman,College of Liberal Arts and Social Sciences,Psychology,Female,Hispanic,Standard User [document writing/email/web],Tablet,2019,Other,"5""",No,Built-in to my computer,Poor,Other,Own,Other,Other,Other,4 GB,128 GB,< 100 GB,No,,,,,,Yes,No,,Yes,Other,Other,No,,,Not confident,100 - 300 Mbps,Average,Complete
7/27/2020 18:33,Freshman,College of Liberal Arts and Social Sciences,Psychology,Female,Asian American,Standard User [document writing/email/web],Laptop,2017,15'',,No,Built-in to my computer,Poor,Other,Own,Windows OS,Windows 10 Home,Intel Core i9,4 GB,128 GB,100 GB - 500 GB,No,,,,,,Yes,No,,Yes,Other,Other,No,,,Not confident,100 - 300 Mbps,Fair,Complete
[not completed],Junior,College of Liberal Arts and Social Sciences,History,Female,Multiracial,Standard User [document writing/email/web],Laptop,2018,14'',,No,Built-in to my computer,Good,Apple Macbook Air,Own,Mac OS,Catalina,,,,,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Freshman,College of Liberal Arts and Social Sciences,Economics,Male,Asian American,Standard User [document writing/email/web],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/27/2020 18:35,Sophomore,College of Liberal Arts and Social Sciences,Economics,Male,Prefer Not to Say,Standard User [document writing/email/web],Laptop,2016,15'',,No,Built-in to my computer,Poor,Other,Own,Windows OS,Windows 10 Home,Intel Core i7,16 GB,128 GB,100 GB - 500 GB,No,,,,,,No,Yes,No,Yes,iPhone,iPhone 8,No,,,Neutral,100 - 300 Mbps,Good,Complete
[not completed],Freshman,College of Liberal Arts and Social Sciences,Psychology,Male,Asian American,Standard User [document writing/email/web],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Freshman,College of Liberal Arts and Social Sciences,Political Science,Female,African American,Standard User [document writing/email/web],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Junior,College of Liberal Arts and Social Sciences,Health and Human Performance,Female,White,Standard User [document writing/email/web],Desktop,2017,14'',,1 year,Built-in to my computer,Good,Apple Macbook Air,Own,Mac OS,Mojave,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/27/2020 18:36,Sophomore,College of Liberal Arts and Social Sciences,Jack J. Valenti School of Communication,Female,African American,Standard User [document writing/email/web],Laptop,2016,15'',,No,No,Average,Other,Own,Windows OS,Windows 10 Home,Intel Core i7,16 GB,128 GB,100 GB - 500 GB,No,,,,,,No,No,,Yes,iPhone,iPhone 8,No,,,Neutral,300 - 500 Mbps,Average,Complete
